"lake_id","site_id","visit","algal_group","phylum","class","order","family","genus","density","density_units"
84,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","ANABAENA",300,"cells_ml"
84,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","DOLICHOSPERMUM",2600,"cells_ml"
84,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","GEITLERINEMATALES","GEITLERINEMATACEAE","GEITLERINEMA",100,"cells_ml"
84,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",2400,"cells_ml"
84,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",900,"cells_ml"
84,3,1,"DIATOMS",NA,NA,NA,NA,NA,600,"cells_ml"
84,3,1,"GREEN ALGAE",NA,NA,NA,NA,NA,300,"cells_ml"
77,12,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","LEPTOLYNGBYA",100,"cells_ml"
77,12,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PSEUDANABAENA",250,"cells_ml"
76,7,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",700,"cells_ml"
3,20,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","DOLICHOSPERMUM",200,"cells_ml"
3,20,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MICROCYSTACEAE","GLOEOCAPSA",800,"cells_ml"
3,20,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MERISMOPEDIACEAE","MERISMOPEDIA",3100,"cells_ml"
3,20,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PSEUDANABAENA",39600,"cells_ml"
3,20,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",6200,"cells_ml"
11,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MICROCYSTACEAE","GLOEOCAPSA",120,"cells_ml"
11,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",240,"cells_ml"
11,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PHORMIDIACEAE","PLANKTOTHRIX",160,"cells_ml"
328,7,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","APHANIZOMENON",1000,"cells_ml"
328,7,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","DOLICHOSPERMUM",150,"cells_ml"
328,7,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","OSCILLATORIACEAE","OSCILLATORIA",250,"cells_ml"
328,7,1,"GOLDEN ALGAE",NA,NA,NA,NA,NA,1300,"cells_ml"
276,20,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",300,"cells_ml"
117,12,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","APHANIZOMENON",400,"cells_ml"
117,12,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MICROCYSTACEAE","GLOEOCAPSA",200,"cells_ml"
117,12,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PSEUDANABAENA",74400,"cells_ml"
117,12,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",6000,"cells_ml"
117,12,1,"GREEN ALGAE",NA,NA,NA,NA,NA,1200,"cells_ml"
165,6,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","APHANIZOMENON",300,"cells_ml"
165,6,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",550,"cells_ml"
165,6,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",4700,"cells_ml"
165,6,1,"DIATOMS",NA,NA,NA,NA,NA,150,"cells_ml"
190,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","APHANIZOMENON",160,"cells_ml"
190,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","CHROOCOCCACEAE","APHANOTHECE",40,"cells_ml"
190,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","DOLICHOSPERMUM",240,"cells_ml"
190,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","LIMNOTHRIX",4720,"cells_ml"
190,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",40,"cells_ml"
190,8,1,"GREEN ALGAE",NA,NA,NA,NA,NA,80,"cells_ml"
250,3,2,"DIATOMS",NA,NA,NA,NA,NA,80,"cells_ml"
250,3,2,"GREEN ALGAE",NA,NA,NA,NA,NA,120,"cells_ml"
166,6,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","LEPTOLYNGBYA",133.33334,"cells_ml"
166,6,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MICROCYSTACEAE","MICROCYSTIS",333,"cells_ml"
166,6,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",133.33334,"cells_ml"
166,6,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MERISMOPEDIACEAE","WORONICHINIA",200,"cells_ml"
281,15,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","CHROOCOCCACEAE","APHANOCAPSA",80,"cells_ml"
281,15,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","ROMERIA",120,"cells_ml"
281,15,2,"DIATOMS",NA,NA,NA,NA,NA,720,"cells_ml"
281,15,2,"GREEN ALGAE",NA,NA,NA,NA,NA,520,"cells_ml"
206,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",4222.2218,"cells_ml"
206,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",999.9999,"cells_ml"
206,2,1,"GOLDEN ALGAE",NA,NA,NA,NA,NA,222.2222,"cells_ml"
206,2,1,"DIATOMS",NA,NA,NA,NA,NA,2555.5553,"cells_ml"
136,13,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","APHANIZOMENON",120,"cells_ml"
136,13,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MICROCYSTACEAE","GLOEOCAPSA",40,"cells_ml"
136,13,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","OSCILLATORIACEAE","OSCILLATORIA",120,"cells_ml"
136,13,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PSEUDANABAENA",40,"cells_ml"
136,13,1,"DIATOMS",NA,NA,NA,NA,NA,320,"cells_ml"
136,13,1,"GREEN ALGAE",NA,NA,NA,NA,NA,440,"cells_ml"
100,11,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","LEPTOLYNGBYA",40,"cells_ml"
